Number of header lines; NASA Ames sub-format code,44,3010
Name of data creator,None
Institute of data creator,Data held at British Atmospheric Data Centre (BADC), Rutherford Appleton Laboratory, UK.
Data section,15.4,9.6,7.1
Data section,9.7,7.5,6.4
Data section,3.4,4.0,1.4
Data section,16085.0
Data section,16.3,12.2,7.0
Data section,11.4,5.0,2.6
Data section,5.5,3.4,2.1
Data section,-0.9,-0.2,-2.9
Data section,16115.0
Data section,18.1,13.4,7.9
Data section,12.3,6.2,3.2
Data section,6.3,4.3,3.3
Data section,0.0,1.0,-1.6
Data section,16145.0
Data section,24.7,20.5,15.1
Data section,19.3,12.9,10.8
Data section,12.7,11.4,11.1
Data section,6.8,8.1,5.5
Data section,16176.0
Data section,30.1,25.8,20.2
Data section,23.6,17.5,15.3
Data section,16.9,15.5,15.2
Data section,10.5,12.0,9.7
Data section,16206.0
Data section,37.0,32.3,26.2
Data section,30.4,23.5,21.0
Data section,22.9,21.4,20.9
Data section,16.3,17.8,15.0
Data section,16237.0
Data section,38.3,33.9,28.1
Data section,32.3,25.7,23.4
Data section,25.1,23.8,23.6
Data section,19.0,20.5,17.8
Data section,16267.0
Data section,36.1,32.7,28.8
Data section,31.7,26.8,25.8
Data section,26.4,26.4,26.9
Data section,22.4,24.2,22.5
Data section,16298.0
Data section,33.3,30.4,26.9
Data section,29.2,24.7,23.9
Data section,23.8,23.9,24.8
Data section,20.1,21.9,20.2
Data section,16329.0
Data section,32.2,28.9,24.6
Data section,27.2,22.2,21.1
Data section,21.5,21.0,21.5
Data section,16.9,18.3,16.4
Data section,16359.0
Data section,30.3,26.4,21.5
Data section,24.9,19.3,17.4
Data section,18.6,17.6,17.3
Data section,12.7,14.2,11.9
Data section,16390.0
Data section,24.8,20.7,15.7
Data section,19.5,13.6,11.4
Data section,13.4,11.7,10.9
Data section,7.2,8.2,5.4
Data section,16420.0
Data section,18.6,14.7,9.8
Data section,13.3,7.8,5.5
Data section,6.2,4.7,4.4
Data section,-0.3,0.5,-1.4
Data section,16451.0
Data section,15.1,11.2,5.9
Data section,9.8,3.8,1.5
Data section,3.6,1.5,0.5
Data section,-2.9,-2.2,-4.7
Data section,16481.0
Data section,17.9,13.8,8.3
Data section,11.9,5.8,3.5
Data section,5.1,3.4,2.8
Data section,-1.5,-0.5,-3.2
Data section,16510.0
Data section,24.5,20.3,15.0
Data section,18.0,12.4,10.5
Data section,10.9,9.8,9.8
Data section,4.5,6.2,3.5
Data section,16541.0
Data section,28.9,24.6,19.0
Data section,22.3,16.3,14.1
Data section,15.6,14.3,14.0
Data section,9.2,10.8,8.5
Data section,16571.0
Data section,35.3,30.6,24.3
Data section,28.2,21.6,19.2
Data section,20.6,19.1,18.8
Data section,13.7,15.3,12.8
Data section,16602.0
Data section,38.6,34.2,28.4
Data section,32.5,26.1,23.9
Data section,25.2,24.0,24.1
Data section,19.0,20.5,17.9
Data section,16632.0
Data section,34.8,31.6,27.7
Data section,30.1,25.5,24.5
Data section,24.5,24.5,25.2
Data section,20.5,22.3,20.5
Data section,16663.0
Data section,33.5,30.6,27.0
Data section,29.2,24.8,23.9
Data section,24.0,24.0,24.8
Data section,20.2,21.9,20.2
Data section,16694.0
Data section,33.8,30.3,26.0
Data section,28.9,23.9,22.5
Data section,23.2,22.6,23.0
Data section,18.6,20.2,18.0
Data section,16724.0
Data section,31.5,27.4,22.3
Data section,26.2,20.4,18.4
Data section,20.1,18.9,18.5
Data section,14.5,15.8,13.2
Data section,16755.0
Data section,25.1,21.1,16.1
Data section,20.0,14.1,11.9
Data section,13.8,12.1,11.4
Data section,7.5,8.6,6.0
Data section,16785.0
Data section,18.2,14.2,9.2
Data section,13.5,7.7,5.2
Data section,7.9,5.6,4.4
Data section,1.6,2.2,-0.4
Data section,16816.0
Data section,18.3,14.2,9.1
Data section,13.1,7.1,4.8
Data section,6.9,4.9,3.7
Data section,0.4,1.2,-1.3
Data section,16846.0
Data section,21.3,17.1,11.5
Data section,15.7,9.4,6.9
Data section,9.6,7.8,6.7
Data section,3.1,4.1,1.4
Data section,16875.0
Data section,24.1,19.8,14.5
Data section,18.1,12.1,10.1
Data section,11.4,10.2,10.0
Data section,5.4,6.8,4.4
Data section,16906.0
Data section,34.0,29.6,23.9
Data section,27.7,21.4,19.2
Data section,20.9,19.5,18.9
Data section,14.5,16.0,13.4
Data section,16936.0
Data section,37.8,33.0,26.6
Data section,31.3,24.1,21.6
Data section,23.9,22.3,21.6
Data section,17.3,18.8,15.9
Data section,16967.0
Data section,39.0,34.5,28.7
Data section,32.9,26.5,24.2
Data section,25.6,24.3,24.0
Data section,19.5,21.0,18.2
Data section,16997.0
Data section,35.6,32.3,28.4
Data section,30.9,26.2,25.2
Data section,25.2,25.2,25.7
Data section,21.0,22.8,21.1
Data section,17028.0
Data section,34.0,31.1,27.5
Data section,29.6,25.3,24.4
Data section,24.2,24.3,25.0
Data section,20.4,22.1,20.4
Data section,17059.0
Data section,33.8,30.5,26.2
Data section,28.9,23.9,22.7
Data section,23.3,22.8,23.1
Data section,18.8,20.1,18.1
Data section,17089.0
Data section,32.8,28.8,23.7
Data section,27.3,21.6,19.6
Data section,21.2,20.0,19.7
Data section,15.5,16.8,14.3
Data section,17120.0
Data section,24.5,20.5,15.5
Data section,19.2,13.7,11.4
Data section,13.1,11.4,10.6
Data section,6.9,8.0,5.3
Data section,17150.0
Data section,17.9,14.0,8.9
Data section,12.6,7.4,4.9
Data section,6.7,4.5,3.7
Data section,0.5,1.1,-1.5
Data section,17181.0
Data section,16.4,12.3,6.9
Data section,11.5,5.1,2.7
Data section,5.6,3.5,2.5
Data section,-0.7,-0.1,-2.8
Data section,17211.0
Data section,19.3,15.2,9.6
Data section,13.7,7.4,5.0
Data section,7.2,5.5,4.8
Data section,0.7,1.8,-0.8
Data section,17240.0
Data section,26.7,22.5,17.0
Data section,21.0,14.9,12.8
Data section,14.4,13.1,12.9
Data section,8.4,9.8,7.4
Data section,17271.0
Data section,32.1,27.8,22.2
Data section,25.6,19.5,17.3
Data section,18.7,17.3,17.2
Data section,12.3,13.8,11.5
Data section,17301.0
Data section,37.5,32.8,26.4
Data section,30.6,23.8,21.3
Data section,23.0,21.5,21.1
Data section,16.2,17.9,15.2
Data section,17332.0
Data section,39.9,35.4,29.7
Data section,33.4,27.3,25.1
Data section,26.1,24.8,24.9
Data section,19.8,21.3,18.7
Data section,17362.0
Data section,35.2,31.9,28.0
Data section,30.4,25.7,24.7
Data section,24.7,24.7,25.3
Data section,20.5,22.1,20.5
Data section,17393.0
Data section,34.3,31.4,27.7
Data section,30.0,25.6,24.7
Data section,24.9,25.0,25.6
Data section,21.2,22.9,21.0
Data section,17424.0
Data section,34.1,30.7,26.3
Data section,29.3,24.3,22.8
Data section,23.4,23.1,23.4
Data section,18.9,20.5,18.4
Data section,17454.0
Data section,30.6,26.5,21.6
Data section,25.1,19.4,17.5
Data section,18.9,17.8,17.5
Data section,13.2,14.5,12.1
Data section,17485.0
Data section,26.6,22.5,17.3
Data section,21.8,15.6,13.2
Data section,15.8,14.1,13.1
Data section,9.8,10.7,8.0
Data section,17515.0
Data section,19.5,15.4,10.3
Data section,14.6,8.9,6.3
Data section,9.0,6.8,5.5
Data section,2.8,3.4,0.8
Data section,17546.0
Data section,18.1,13.8,8.5
Data section,13.0,6.9,4.3
Data section,7.0,4.9,3.8
Data section,0.8,1.4,-1.2
Data section,17576.0
Data section,18.8,14.6,9.1
Data section,13.5,7.0,4.6
Data section,7.0,5.2,4.4
Data section,0.7,1.7,-1.0
Data section,17606.0
Data section,23.2,19.1,13.8
Data section,17.0,11.1,9.2
Data section,10.2,9.0,8.7
Data section,3.9,5.5,3.2
Data section,17637.0
Data section,30.7,26.4,20.8
Data section,23.9,17.9,15.8
Data section,16.9,15.6,15.4
Data section,10.4,12.0,9.7
Data section,17667.0
Data section,36.5,31.8,25.5
Data section,29.7,22.8,20.3
Data section,22.2,20.6,20.0
Data section,15.5,16.9,14.1
Data section,17698.0
Data section,37.6,33.1,27.4
Data section,31.4,25.0,22.8
Data section,24.3,23.0,22.7
Data section,18.2,19.7,16.9
Data section,17728.0
Data section,34.8,31.6,27.6
Data section,30.1,25.4,24.4
Data section,24.5,24.5,25.2
Data section,20.4,22.2,20.5
Data section,17759.0
Data section,32.8,29.9,26.3
Data section,28.3,24.0,23.1
Data section,22.9,23.0,23.9
Data section,19.2,21.0,19.3
Data section,17790.0
Data section,33.9,30.5,26.1
Data section,28.8,23.9,22.6
Data section,22.7,22.5,22.9
Data section,18.2,19.8,17.9
Data section,17820.0
Data section,32.1,28.0,23.0
Data section,26.3,21.0,19.0
Data section,20.1,19.1,18.8
Data section,14.3,15.8,13.4
Data section,17851.0
Data section,24.3,20.3,15.2
Data section,19.2,13.4,11.0
Data section,13.2,11.5,10.7
Data section,7.1,8.2,5.4
Data section,17881.0
Data section,18.7,14.8,9.8
Data section,13.6,8.1,5.7
Data section,7.7,5.7,4.6
Data section,1.3,2.0,-0.4
Data section,17912.0
Data section,18.3,14.3,9.2
Data section,12.6,7.2,4.8
Data section,6.2,4.2,3.1
Data section,-0.4,0.4,-2.1
Data section,17942.0
Data section,18.2,14.0,8.5
Data section,12.6,6.3,3.9
Data section,6.0,4.2,3.6
Data section,-0.6,0.5,-2.0
Data section,17971.0
Data section,24.1,19.9,14.6
Data section,17.8,12.0,10.1
Data section,11.0,9.8,9.5
Data section,4.8,6.2,3.9
Data section,18002.0
Data section,32.1,27.8,22.1
Data section,24.9,18.8,16.6
Data section,17.9,16.6,16.2
Data section,11.5,13.0,10.6
Data section,18032.0
Data section,38.3,33.6,27.2
Data section,31.1,24.3,21.8
Data section,23.5,22.0,21.5
Data section,16.8,18.3,15.6
Data section,18063.0
Data section,37.0,32.6,26.8
Data section,30.6,24.1,22.0
Data section,23.3,22.1,21.9
Data section,16.9,18.6,16.0
Data section,18093.0
Data section,34.8,31.5,27.6
Data section,30.3,25.6,24.5
Data section,24.7,24.7,25.4
Data section,20.7,22.4,20.6
Data section,18124.0
Data section,32.8,30.0,26.4
Data section,28.3,24.0,23.3
Data section,22.8,22.9,23.8
Data section,18.9,20.7,19.1
Data section,18155.0
Data section,34.9,31.4,27.1
Data section,29.8,24.9,23.5
Data section,23.7,23.4,23.7
Data section,19.1,20.7,18.8
Data section,18185.0
Data section,30.7,26.7,21.7
Data section,25.0,19.5,17.6
Data section,18.7,17.7,17.5
Data section,12.9,14.4,12.0
Data section,18216.0
Data section,23.5,19.5,14.4
Data section,18.4,12.6,10.3
Data section,12.3,10.6,9.8
Data section,6.1,7.2,4.5
Data section,18246.0
Data section,18.5,14.5,9.4
Data section,13.6,7.9,5.4
Data section,7.9,5.6,4.5
Data section,1.8,2.3,-0.3
Data section,18277.0
Data section,17.1,13.2,7.9
Data section,11.8,5.8,3.5
Data section,5.5,3.6,2.4
Data section,-1.0,-0.2,-2.6
Data section,18307.0
Data section,16.6,12.5,7.1
Data section,11.0,5.0,2.5
Data section,4.3,2.6,1.7
Data section,-2.3,-1.2,-3.8
Data section,18336.0
Data section,22.7,18.5,13.2
Data section,16.7,10.8,8.8
Data section,9.9,8.7,8.4
Data section,3.7,5.2,2.8
Data section,18367.0
Data section,28.1,23.9,18.3
Data section,21.5,15.5,13.3
Data section,14.7,13.4,13.1
Data section,8.2,9.9,7.5
Data section,18397.0
Data section,36.2,31.5,25.2
Data section,29.5,22.6,20.1
Data section,22.0,20.5,20.0
Data section,15.3,16.8,14.1
Data section,18428.0
Data section,39.2,34.7,29.0
Data section,33.2,26.6,24.3
Data section,26.1,24.8,24.6
Data section,20.0,21.5,18.8
Data section,18458.0
Data section,35.0,31.8,27.9
Data section,30.4,25.7,24.8
Data section,24.8,24.8,25.5
Data section,20.7,22.5,20.8
Data section,18489.0
Data section,33.0,30.1,26.6
Data section,28.6,24.3,23.4
Data section,23.3,23.5,24.2
Data section,19.7,21.3,19.7
Data section,18520.0
Data section,31.9,28.3,24.0
Data section,26.9,21.9,20.4
Data section,21.0,20.7,21.1
Data section,16.6,18.2,16.2
Data section,18550.0
Data section,30.4,26.3,21.3
Data section,24.9,19.3,17.3
Data section,18.8,17.6,17.4
Data section,13.1,14.5,11.9
Data section,18581.0
Data section,24.1,20.2,15.1
Data section,18.9,13.2,10.9
Data section,12.7,11.1,10.4
Data section,6.5,7.6,5.0
Data section,18611.0
Data section,17.7,13.6,8.6
Data section,12.8,7.2,4.7
Data section,7.1,5.0,3.8
Data section,0.8,1.5,-1.0
Data section,18642.0
Data section,17.1,13.1,7.8
Data section,11.7,5.8,3.5
Data section,5.6,3.7,2.7
Data section,-0.8,-0.1,-2.6
Data section,18672.0
Data section,18.4,14.3,8.8
Data section,12.6,6.5,4.1
Data section,6.0,4.3,3.7
Data section,-0.4,0.5,-2.0
Data section,18701.0
Data section,24.2,20.1,14.8
Data section,18.2,12.4,10.5
Data section,11.6,10.4,10.1
Data section,5.3,6.7,4.3
Data section,18732.0
Data section,27.8,23.5,17.9
Data section,21.4,15.4,13.2
Data section,14.6,13.4,13.1
Data section,8.3,9.9,7.6
Data section,18762.0
Data section,35.0,30.3,24.0
Data section,28.4,21.6,19.1
Data section,20.9,19.5,19.1
Data section,14.4,16.2,13.5
Data section,18793.0
Data section,37.2,32.8,27.0
Data section,31.3,24.8,22.5
Data section,24.3,23.0,22.9
Data section,18.1,19.6,17.0
Data section,18823.0
Data section,34.3,30.9,27.1
Data section,29.3,24.8,23.9
Data section,23.6,23.5,24.1
Data section,19.6,21.2,19.5
Data section,18854.0
Data section,33.5,30.5,26.9
Data section,29.2,24.7,23.9
Data section,23.9,24.0,24.7
Data section,20.2,21.9,20.3
Data section,18885.0
Data section,34.3,30.8,26.5
Data section,29.5,24.5,23.2
Data section,23.7,23.4,23.8
Data section,19.2,20.9,18.9
Data section,18915.0
Data section,33.0,29.0,24.1
Data section,27.3,21.8,20.0
Data section,21.0,20.1,19.9
Data section,15.1,16.7,14.3
Data section,18946.0
Data section,26.3,22.4,17.3
Data section,21.2,15.5,13.3
Data section,15.2,13.6,12.8
Data section,9.0,9.7,7.1
Data section,18976.0
Data section,21.2,17.2,12.1
Data section,16.4,10.7,8.2
Data section,10.8,8.6,7.6
Data section,4.7,5.0,2.5
Data section,19007.0
Data section,17.8,13.8,8.6
Data section,12.7,6.7,4.4
Data section,6.5,4.6,3.7
Data section,0.3,1.0,-1.5
Data section,19037.0
Data section,20.6,16.5,11.2
Data section,15.1,8.9,6.5
Data section,8.5,6.5,5.8
Data section,2.0,2.8,0.3
Data section,19067.0
Data section,23.6,19.5,14.2
Data section,17.4,11.5,9.6
Data section,10.5,9.3,9.0
Data section,4.1,5.7,3.4
Data section,19098.0
Data section,31.3,27.1,21.4
Data section,24.7,18.6,16.5
Data section,17.8,16.5,16.1
Data section,11.4,13.0,10.5
Data section,19128.0
Data section,36.2,31.5,25.1
Data section,29.4,22.6,20.1
Data section,21.9,20.4,20.0
Data section,15.3,16.8,14.1
Data section,19159.0
Data section,38.7,34.3,28.4
Data section,32.8,26.2,23.9
Data section,25.7,24.4,24.3
Data section,19.5,21.0,18.4
Data section,19189.0
Data section,34.1,30.9,27.0
Data section,29.5,24.8,23.9
Data section,23.9,23.9,24.6
Data section,19.7,21.5,19.8
Data section,19220.0
Data section,32.6,29.8,26.2
Data section,28.2,23.9,23.0
Data section,22.9,23.0,23.7
Data section,18.9,20.6,19.0
Data section,19251.0
Data section,33.6,30.1,26.0
Data section,28.6,23.8,22.5
Data section,22.6,22.4,22.8
Data section,18.1,19.8,17.9
Data section,19281.0
Data section,31.8,27.7,22.8
Data section,26.2,20.8,18.8
Data section,20.0,18.6,18.1
Data section,14.3,15.4,12.7
Data section,19312.0
Data section,25.1,21.1,16.0
Data section,19.7,14.3,11.8
Data section,13.5,11.9,11.0
Data section,7.1,8.3,5.7
Data section,19342.0
Data section,19.3,15.4,10.4
Data section,14.5,8.9,6.4
Data section,8.8,6.7,5.8
Data section,2.8,2.6,0.2
Data section,19373.0
Data section,16.9,12.8,7.6
Data section,11.9,5.9,3.5
Data section,5.9,3.9,2.9
Data section,-0.4,0.4,-2.1
Data section,19403.0
Data section,21.3,17.2,11.8
Data section,15.9,9.7,7.3
Data section,9.4,7.5,6.9
Data section,3.1,3.9,1.4
Data section,19432.0
Data section,26.4,22.3,17.1
Data section,20.1,14.4,12.6
Data section,13.4,12.2,11.5
Data section,7.0,8.1,5.5
Data section,19463.0
Data section,30.9,26.6,21.0
Data section,24.1,18.1,16.0
Data section,17.1,15.8,15.3
Data section,10.7,11.8,9.1
Data section,19493.0
Data section,36.7,32.1,25.8
Data section,29.9,23.2,20.7
Data section,22.4,21.0,20.6
Data section,15.7,17.5,14.9
Data section,19524.0
Data section,39.1,34.7,28.9
Data section,33.0,26.4,24.2
Data section,25.9,24.6,24.3
Data section,19.6,21.1,18.5
Data section,19554.0
Data section,35.5,32.3,28.3
Data section,30.9,26.2,25.2
Data section,25.3,25.3,26.1
Data section,21.2,23.0,21.5
Data section,19585.0
Data section,32.9,30.0,26.4
Data section,28.3,24.0,23.1
Data section,22.9,22.9,23.7
Data section,19.0,20.6,19.0
Data section,19616.0
Data section,33.2,29.6,25.3
Data section,28.2,23.2,21.8
Data section,22.1,21.8,22.2
Data section,17.5,19.1,17.2
Data section,19646.0
Data section,31.3,27.4,22.4
Data section,25.5,20.0,18.1
Data section,19.2,18.2,17.8
Data section,13.3,14.4,12.0
Data section,19677.0
Data section,24.8,21.0,16.0
Data section,19.6,13.9,11.7
Data section,13.4,11.9,11.2
Data section,7.2,8.1,5.6
Data section,19707.0
Data section,21.2,17.3,12.4
Data section,15.6,10.1,7.6
Data section,9.3,7.2,6.1
Data section,2.8,3.5,1.1
Data section,19738.0
Data section,16.3,12.2,6.8
Data section,10.6,4.5,2.1
Data section,4.1,2.1,1.0
Data section,-2.5,-2.1,-4.5
Data section,19768.0
Data section,19.1,14.9,9.4
Data section,13.2,6.9,4.6
Data section,6.3,4.6,3.7
Data section,-0.3,0.6,-2.1
Data section,19797.0
Data section,24.7,20.5,15.1
Data section,18.0,12.3,10.3
Data section,11.2,9.9,9.6
Data section,4.8,6.1,3.8
Data section,19828.0
Data section,30.9,26.6,21.0
Data section,24.2,18.2,16.0
Data section,17.3,16.0,15.8
Data section,10.8,12.7,10.4
Data section,19858.0
Data section,37.1,32.4,26.0
Data section,30.0,23.1,20.7
Data section,22.4,20.8,20.4
Data section,15.5,16.9,14.2
Data section,19889.0
Data section,38.8,34.4,28.6
Data section,32.6,26.0,23.7
Data section,25.3,24.0,23.8
Data section,19.0,20.6,17.9
Data section,19919.0
Data section,34.0,30.8,27.0
Data section,29.3,24.6,23.7
Data section,23.5,23.5,24.1
Data section,19.2,21.0,19.2
Data section,19950.0
Data section,33.7,30.7,27.2
Data section,29.1,24.6,23.7
Data section,23.6,23.7,24.2
Data section,19.5,21.1,19.5
Data section,19981.0
Data section,33.7,30.2,25.9
Data section,28.6,23.6,22.3
Data section,22.6,22.2,22.5
Data section,17.9,19.8,17.6
Data section,20011.0
Data section,29.4,25.3,20.3
Data section,24.0,18.4,16.4
Data section,17.7,16.5,16.4
Data section,11.7,13.4,11.0
Data section,20042.0
Data section,25.0,21.0,15.8
Data section,19.8,14.1,11.7
Data section,13.7,12.0,11.2
Data section,7.4,8.6,5.9
Data section,20072.0
Data section,19.3,15.3,10.3
Data section,13.6,8.0,5.5
Data section,7.8,5.6,4.4
Data section,1.5,1.4,-1.2
Data section,20103.0
Data section,17.6,13.4,8.1
Data section,11.9,5.9,3.4
Data section,5.9,3.5,2.3
Data section,-0.6,-0.6,-3.2
Data section,20133.0
Data section,21.0,16.8,11.3
Data section,15.3,9.1,6.6
Data section,8.8,6.9,6.1
Data section,2.4,3.1,0.4
Data section,20162.0
Data section,25.9,21.6,16.1
Data section,19.7,13.7,11.7
Data section,12.8,11.5,11.2
Data section,6.2,7.5,5.2
Data section,20193.0
Data section,28.4,24.0,18.3
Data section,21.9,15.6,13.5
Data section,14.9,13.6,13.9
Data section,8.5,9.9,7.9
Data section,20223.0
Data section,32.8,28.0,21.7
Data section,26.0,19.1,16.6
Data section,18.4,17.0,16.9
Data section,11.6,13.9,11.4
Data section,20254.0
Data section,38.4,33.9,28.2
Data section,32.4,25.9,23.6
Data section,25.2,23.9,23.6
Data section,18.8,20.7,17.9
Data section,20284.0
Data section,34.7,31.4,27.5
Data section,29.9,25.2,24.2
Data section,24.1,24.1,24.6
Data section,19.9,21.7,19.9
Data section,20315.0
Data section,32.9,30.0,26.3
Data section,28.7,24.3,23.3
Data section,23.4,23.5,24.3
Data section,19.8,21.8,20.2
Data section,20346.0
Data section,33.1,29.5,25.1
Data section,28.2,23.1,21.7
Data section,22.2,21.8,21.9
Data section,17.6,19.2,17.0
Data section,20376.0
Data section,30.5,26.3,21.2
Data section,25.1,19.4,17.3
Data section,18.9,17.7,17.3
Data section,12.8,14.5,12.0
Data section,20407.0
Data section,26.0,21.9,16.7
Data section,20.8,14.9,12.5
Data section,14.7,12.9,12.0
Data section,8.7,9.5,6.8
Data section,20437.0
Data section,20.1,16.1,11.1
Data section,15.2,9.6,7.2
Data section,9.6,7.5,6.5
Data section,3.6,4.5,2.0
Data section,20468.0
Data section,17.7,13.4,8.0
Data section,11.7,5.6,3.0
Data section,5.4,3.2,2.0
Data section,-1.0,-0.8,-3.4
Data section,20498.0
Data section,20.2,16.1,10.6
Data section,14.4,8.3,5.8
Data section,7.8,5.9,5.3
Data section,1.3,2.4,0.1
Data section,20528.0
Data section,23.8,19.7,14.3
Data section,17.5,11.8,9.9
Data section,10.7,9.6,9.4
Data section,4.4,6.2,4.0
Data section,20559.0
Data section,31.1,26.8,21.1
Data section,24.5,18.4,16.3
Data section,17.6,16.3,15.9
Data section,11.2,12.6,10.4
Data section,20589.0
Data section,39.1,34.4,28.0
Data section,32.3,25.5,23.0
Data section,24.8,23.3,22.6
Data section,18.1,19.5,16.7
Data section,20620.0
Data section,38.2,33.6,27.8
Data section,32.3,25.6,23.3
Data section,25.1,23.8,23.5
Data section,18.9,20.5,17.8
Data section,20650.0
Data section,33.8,30.6,26.8
Data section,29.7,25.1,24.2
Data section,24.3,24.6,25.4
Data section,20.4,22.4,20.8
Data section,20681.0
Data section,32.0,29.0,25.3
Data section,27.7,23.2,22.3
Data section,22.3,22.3,23.3
Data section,18.5,20.5,19.1
Data section,20712.0
Data section,34.0,30.6,26.4
Data section,29.1,24.2,22.8
Data section,23.1,23.2,23.2
Data section,18.5,20.5,18.6
Data section,20742.0
Data section,30.3,26.2,21.1
Data section,24.8,19.1,17.0
Data section,18.5,17.3,17.0
Data section,12.6,14.1,11.6
Data section,20773.0
Data section,25.5,21.4,16.2
Data section,20.6,14.5,12.1
Data section,14.5,12.7,11.8
